date,season,home_team,away_team,home_goals,away_goals,avg_odds_home,avg_odds_draw,avg_odds_away
2022-10-01,2022,Avai,Atletico-GO,1,2,2.19,3.16,3.47
2022-10-01,2022,Internacional,Santos,1,0,1.72,3.53,5.18
2022-10-01,2022,Ceara,America-MG,1,2,2.01,3.25,3.92
2022-10-01,2022,Atletico-MG,Fluminense,2,0,1.73,3.53,5.05
2022-10-01,2022,Atletico-PR,Juventude,2,0,1.45,4.26,7.18
2022-10-02,2022,Corinthians,Cuiaba,2,0,1.67,3.42,5.92
2022-10-04,2022,Botafogo,Palmeiras,1,3,4.95,3.52,1.75
2022-10-05,2022,Atletico-PR,Fortaleza,1,1,2.03,3.23,3.94
2022-10-05,2022,Bragantino,Cuiaba,2,1,1.95,3.17,4.36
2022-10-05,2022,Ceara,Goias,1,1,1.67,3.62,5.45
2022-10-05,2022,Juventude,Corinthians,2,2,4.45,3.27,1.9
2022-10-05,2022,Atletico-GO,Fluminense,3,2,3.14,3.2,2.34
2022-10-06,2022,Flamengo,Internacional,0,0,1.39,4.73,7.94
2022-10-06,2022,Santos,Atletico-MG,1,2,3.21,3.04,2.41
2022-10-06,2022,Palmeiras,Coritiba,4,0,1.23,6.25,12.04
2022-10-07,2022,America-MG,Sao Paulo,1,2,2.67,3.13,2.74
2022-10-07,2022,Avai,Botafogo,1,2,2.58,3.01,2.94
2022-10-08,2022,Cuiaba,Flamengo,1,2,3.56,3.15,2.18
2022-10-09,2022,Fluminense,America-MG,0,2,1.63,3.89,5.44
2022-10-09,2022,Coritiba,Bragantino,2,1,2.51,3.1,2.96
2022-10-09,2022,Atletico-MG,Ceara,0,0,1.44,4.22,8.07
2022-10-09,2022,Internacional,Goias,4,2,1.38,4.67,8.24
2022-10-09,2022,Fortaleza,Avai,2,0,1.47,4.06,7.63
2022-10-09,2022,Corinthians,Atletico-PR,2,1,2.16,3.08,3.73
2022-10-09,2022,Sao Paulo,Botafogo,0,1,1.69,3.69,5.12
2022-10-10,2022,Atletico-GO,Palmeiras,1,1,5.55,3.86,1.62
2022-10-11,2022,Santos,Juventude,4,1,1.46,4.12,7.67
2022-10-16,2022,Botafogo,Internacional,0,1,2.64,3.09,2.8
2022-10-16,2022,Atletico-PR,Coritiba,1,0,1.67,3.7,5.25
2022-10-16,2022,Juventude,Atletico-GO,1,1,2.74,3.13,2.68
2022-10-16,2022,Avai,Fluminense,0,3,4.05,3.29,1.97
2022-10-16,2022,Ceara,Cuiaba,1,1,2.02,3.06,4.23
2022-10-16,2022,America-MG,Fortaleza,1,2,2.14,3.26,3.51
2022-10-16,2022,Flamengo,Atletico-MG,1,0,2.6,3.03,2.94
2022-10-16,2022,Palmeiras,Sao Paulo,0,0,1.64,3.8,5.38
2022-10-18,2022,Bragantino,Santos,0,2,1.98,3.2,4.14
2022-10-21,2022,Sao Paulo,Coritiba,3,1,1.4,4.46,8.39
2022-10-22,2022,America-MG,Flamengo,1,2,2.76,3.21,2.63
2022-10-22,2022,Santos,Corinthians,0,1,2.59,2.86,3.13
2022-10-22,2022,Bragantino,Atletico-PR,4,2,2.12,3.27,3.55
2022-10-23,2022,Palmeiras,Avai,3,0,1.16,7.47,17.28
2022-10-23,2022,Fluminense,Botafogo,2,2,1.86,3.43,4.4
2022-10-23,2022,Juventude,Sao Paulo,1,2,4.43,3.43,1.85
2022-10-23,2022,Atletico-GO,Ceara,1,0,2.27,3.18,3.27
2022-10-23,2022,Coritiba,Internacional,1,1,3.99,3.39,1.95
2022-10-23,2022,Cuiaba,Goias,1,2,1.71,3.57,5.1
2022-10-25,2022,Fortaleza,Atletico-MG,0,0,2.4,2.97,3.27
2022-10-26,2022,Botafogo,Bragantino,2,1,2.29,3.19,3.22
2022-10-26,2022,Flamengo,Santos,3,2,1.38,4.72,8.17
2022-10-26,2022,Atletico-PR,Palmeiras,1,3,6.1,3.8,1.59
2022-10-27,2022,Corinthians,Fluminense,0,2,2.23,3.09,3.49
2022-10-27,2022,Goias,America-MG,2,2,2.94,3.15,2.47
2022-10-27,2022,Internacional,Ceara,2,1,1.63,3.72,5.65
2022-10-27,2022,Fortaleza,Coritiba,3,1,1.45,4.33,7.05
2022-10-27,2022,Sao Paulo,Atletico-GO,2,1,1.64,3.84,5.31
2022-10-27,2022,Atletico-MG,Juventude,1,0,1.2,6.52,13.96
2022-10-28,2022,Cuiaba,Avai,1,0,1.84,3.38,4.52
2022-10-29,2022,Goias,Corinthians,0,0,2.79,3.0,2.73
2022-10-31,2022,Ceara,Fluminense,0,1,3.3,3.19,2.26
2022-11-01,2022,Botafogo,Cuiaba,0,2,1.86,3.28,4.64
2022-11-02,2022,Sao Paulo,Atletico-MG,2,2,2.5,2.96,3.13
2022-11-02,2022,America-MG,Internacional,1,0,2.39,3.21,3.05
2022-11-02,2022,Atletico-PR,Goias,3,2,1.58,3.96,5.76
2022-11-02,2022,Atletico-GO,Santos,2,3,1.97,3.33,3.99
2022-11-02,2022,Avai,Bragantino,1,2,3.35,3.24,2.21
2022-11-02,2022,Juventude,Coritiba,0,1,2.54,3.15,2.88
2022-11-03,2022,Flamengo,Corinthians,1,2,1.7,3.63,5.12
2022-11-03,2022,Palmeiras,Fortaleza,4,0,1.45,4.55,6.85
2022-11-05,2022,Corinthians,Ceara,1,0,1.87,3.26,4.56
2022-11-05,2022,Goias,Juventude,1,0,1.68,3.75,5.15
2022-11-05,2022,Santos,Avai,1,1,1.38,4.56,8.85
2022-11-05,2022,Fluminense,Sao Paulo,3,1,2.06,3.48,3.56
2022-11-05,2022,Bragantino,America-MG,1,4,2.0,3.49,3.69
2022-11-06,2022,Internacional,Atletico-PR,2,0,1.9,3.45,4.21
2022-11-06,2022,Coritiba,Flamengo,1,0,3.5,3.28,2.14
2022-11-06,2022,Fortaleza,Atletico-GO,1,1,1.68,3.81,5.07
2022-11-06,2022,Cuiaba,Palmeiras,1,1,3.68,3.38,2.04
2022-11-07,2022,Atletico-MG,Botafogo,0,2,1.61,3.77,5.84
2022-11-09,2022,Fortaleza,Bragantino,6,0,1.81,3.58,4.39
2022-11-09,2022,Coritiba,Corinthians,2,2,2.82,2.96,2.73
2022-11-09,2022,Fluminense,Goias,3,0,1.36,5.03,7.82
2022-11-09,2022,Avai,Ceara,2,0,4.05,3.33,1.96
2022-11-09,2022,Sao Paulo,Internacional,0,1,1.87,3.5,4.26
2022-11-10,2022,Atletico-GO,Atletico-PR,1,1,2.1,3.39,3.46
2022-11-10,2022,Juventude,Flamengo,2,2,5.45,3.75,1.64
2022-11-10,2022,Palmeiras,America-MG,2,1,1.52,4.5,5.59
2022-11-10,2022,Atletico-MG,Cuiaba,3,0,1.46,4.17,7.25
2022-11-10,2022,Botafogo,Santos,3,0,2.21,3.24,3.37
2022-11-12,2022,Flamengo,Avai,1,2,1.16,7.56,16.07
2022-11-13,2022,Santos,Fortaleza,0,2,3.2,3.3,2.24
2022-11-13,2022,Internacional,Palmeiras,3,0,2.49,3.45,2.72
2022-11-13,2022,Goias,Sao Paulo,0,4,4.85,3.78,1.69
2022-11-13,2022,Cuiaba,Coritiba,2,1,1.94,3.37,4.0
2022-11-13,2022,Atletico-PR,Botafogo,3,0,2.18,3.26,3.38
2022-11-13,2022,Ceara,Juventude,4,1,1.67,3.84,4.98
2022-11-13,2022,Bragantino,Fluminense,0,1,2.4,3.53,2.76
2022-11-13,2022,America-MG,Atletico-GO,1,1,1.59,4.21,5.14
2022-11-13,2022,Corinthians,Atletico-MG,0,1,3.06,3.07,2.45
2023-04-15,2023,Fortaleza,Internacional,1,1,1.91,3.44,4.07
2023-04-15,2023,Bragantino,Bahia,2,1,1.84,3.56,4.21
2023-04-15,2023,Botafogo,Sao Paulo,2,1,2.4,3.05,3.15
2023-04-15,2023,Palmeiras,Cuiaba,2,1,1.35,4.92,8.54
2023-04-15,2023,America-MG,Fluminense,0,3,2.49,3.23,2.87
2023-04-15,2023,Atletico-PR,Goias,2,0,1.62,3.57,6.17
2023-04-16,2023,Atletico-MG,Vasco,1,2,1.8,3.5,4.54
2023-04-16,2023,Corinthians,Cruzeiro,2,1,1.77,3.41,4.96
2023-04-16,2023,Flamengo,Coritiba,3,0,1.38,4.76,8.13
2023-04-16,2023,Gremio,Santos,1,0,1.77,3.38,4.99
2023-04-22,2023,Cuiaba,Bragantino,1,1,2.54,3.07,2.93
2023-04-22,2023,Fluminense,Atletico-PR,2,0,1.5,4.13,6.71
2023-04-22,2023,Sao Paulo,America-MG,3,0,1.88,3.41,4.29
2023-04-23,2023,Goias,Corinthians,3,1,3.01,2.94,2.58
2023-04-23,2023,Coritiba,Fortaleza,0,3,2.65,3.12,2.76
2023-04-23,2023,Vasco,Palmeiras,2,2,3.21,3.15,2.32
2023-04-23,2023,Cruzeiro,Gremio,1,0,2.38,3.13,3.11
2023-04-23,2023,Internacional,Flamengo,2,1,2.71,3.22,2.63
2023-04-23,2023,Santos,Atletico-MG,0,0,3.24,3.07,2.35
2023-04-25,2023,Bahia,Botafogo,1,2,2.08,3.24,3.7
2023-04-29,2023,Bragantino,Cruzeiro,0,3,1.89,3.43,4.18
2023-04-29,2023,Palmeiras,Corinthians,2,1,1.49,4.01,7.13
2023-04-29,2023,Coritiba,Sao Paulo,1,1,2.99,3.09,2.47
2023-04-29,2023,Fortaleza,Fluminense,4,2,2.19,3.29,3.37
2023-04-29,2023,Santos,America-MG,3,2,2.32,3.15,3.2
2023-04-30,2023,Internacional,Goias,1,0,1.6,3.87,5.66
2023-04-30,2023,Cuiaba,Gremio,1,2,2.7,3.09,2.74
2023-04-30,2023,Atletico-MG,Atletico-PR,2,1,1.6,3.7,6.13
2023-04-30,2023,Flamengo,Botafogo,2,3,1.6,3.89,5.58
2023-05-02,2023,Vasco,Bahia,0,1,1.75,3.64,4.67
2023-05-06,2023,Cruzeiro,Santos,2,1,1.7,3.53,5.24
2023-05-07,2023,Botafogo,Atletico-MG,2,0,3.5,3.22,2.15
2023-05-07,2023,Fluminense,Vasco,1,1,1.74,3.69,4.66
2023-05-07,2023,America-MG,Cuiaba,1,2,1.73,3.67,4.78
2023-05-07,2023,Atletico-PR,Flamengo,2,1,2.88,3.16,2.52
2023-05-07,2023,Bahia,Coritiba,3,1,1.72,3.63,4.91
2023-05-07,2023,Sao Paulo,Internacional,2,0,2.05,3.36,3.66
2023-05-07,2023,Goias,Palmeiras,0,5,5.13,3.81,1.66
2023-05-07,2023,Gremio,Bragantino,3,3,1.9,3.47,4.05
2023-05-09,2023,Corinthians,Fortaleza,1,1,2.55,3.06,2.93
2023-05-10,2023,Bragantino,America-MG,2,2,1.8,3.67,4.36
2023-05-10,2023,Internacional,Atletico-PR,0,2,1.8,3.48,4.62
2023-05-10,2023,Santos,Bahia,3,0,2.26,3.08,3.41
2023-05-11,2023,Botafogo,Corinthians,3,0,1.86,3.41,4.34
2023-05-11,2023,Coritiba,Vasco,1,1,3.28,3.09,2.34
2023-05-11,2023,Palmeiras,Gremio,4,1,1.39,4.64,7.92
2023-05-11,2023,Flamengo,Goias,2,0,1.24,5.98,11.65
2023-05-11,2023,Cuiaba,Atletico-MG,0,4,3.63,3.19,2.13
2023-05-11,2023,Cruzeiro,Fluminense,0,2,2.62,3.15,2.76
2023-05-12,2023,Fortaleza,Sao Paulo,0,0,1.95,3.37,4.01
2023-05-13,2023,Bahia,Flamengo,2,3,3.05,3.37,2.3
2023-05-13,2023,Fluminense,Cuiaba,2,0,1.4,4.63,7.53
2023-05-13,2023,Palmeiras,Bragantino,1,1,1.56,4.11,5.64
2023-05-14,2023,Gremio,Fortaleza,0,0,1.89,3.54,4.03
2023-05-14,2023,Atletico-MG,Internacional,2,0,1.56,3.89,6.1
2023-05-14,2023,Corinthians,Sao Paulo,1,1,2.49,2.99,3.08
2023-05-14,2023,Vasco,Santos,0,1,1.9,3.22,4.47
2023-05-14,2023,America-MG,Cruzeiro,0,4,2.49,3.34,2.78
2023-05-14,2023,Atletico-PR,Coritiba,3,2,1.61,3.67,6.1
2023-05-14,2023,Goias,Botafogo,2,1,3.11,3.26,2.32
2023-05-20,2023,Bragantino,Atletico-PR,2,0,1.83,3.57,4.26
2023-05-20,2023,Botafogo,Fluminense,1,0,2.7,3.25,2.62
2023-05-20,2023,Coritiba,Atletico-MG,1,2,4.6,3.36,1.83
2023-05-20,2023,Bahia,Goias,1,1,1.7,3.66,5.09
2023-05-20,2023,America-MG,Fortaleza,2,1,2.87,3.32,2.44
2023-05-20,2023,Sao Paulo,Vasco,4,2,1.84,3.38,4.51
2023-05-21,2023,Flamengo,Corinthians,1,0,1.41,4.4,8.09
2023-05-21,2023,Santos,Palmeiras,0,0,5.1,3.53,1.73
2023-05-21,2023,Gremio,Internacional,3,1,2.02,3.26,3.85
2023-05-23,2023,Cruzeiro,Cuiaba,0,1,1.58,3.75,6.27
2023-05-27,2023,Atletico-PR,Gremio,1,2,1.64,3.74,5.51
2023-05-27,2023,Fortaleza,Vasco,2,0,1.66,3.89,5.05
2023-05-27,2023,Cuiaba,Coritiba,1,1,1.85,3.3,4.65
2023-05-27,2023,Flamengo,Cruzeiro,1,1,1.68,3.7,5.11
2023-05-28,2023,Sao Paulo,Goias,2,1,1.55,3.89,6.45
2023-05-28,2023,Corinthians,Fluminense,2,0,2.71,3.09,2.71
2023-05-28,2023,Internacional,Bahia,2,0,2.05,3.44,3.59
2023-05-28,2023,Atletico-MG,Palmeiras,1,1,2.25,3.23,3.28
2023-05-28,2023,Bragantino,Santos,2,0,1.76,3.41,5.07
2023-05-28,2023,Botafogo,America-MG,2,0,1.79,3.59,4.49
2023-06-03,2023,Fortaleza,Bahia,0,0,1.6,3.88,5.68
2023-06-03,2023,America-MG,Corinthians,2,0,2.8,3.08,2.65
2023-06-03,2023,Atletico-PR,Botafogo,1,0,2.05,3.34,3.69
2023-06-03,2023,Cruzeiro,Atletico-MG,0,1,3.32,3.06,2.32
2023-06-04,2023,Goias,Cuiaba,0,1,2.26,2.99,3.53
2023-06-04,2023,Gremio,Sao Paulo,2,1,2.09,3.25,3.67
2023-06-04,2023,Palmeiras,Coritiba,3,1,1.27,5.51,11.53
2023-06-04,2023,Santos,Internacional,1,1,2.36,2.88,3.46
2023-06-04,2023,Fluminense,Bragantino,2,1,1.74,3.69,4.66
2023-06-06,2023,Vasco,Flamengo,1,4,4.06,3.56,1.87
2023-06-10,2023,Coritiba,Santos,0,0,2.53,2.89,3.12
2023-06-10,2023,Atletico-MG,Bragantino,1,1,1.79,3.39,4.87
2023-06-10,2023,Bahia,Cruzeiro,2,2,2.77,3.17,2.6
2023-06-10,2023,Corinthians,Cuiaba,1,1,1.74,3.26,5.57
2023-06-11,2023,Goias,Fluminense,2,2,3.45,3.22,2.18
2023-06-11,2023,Flamengo,Gremio,3,0,1.59,4.0,5.49
2023-06-11,2023,Sao Paulo,Palmeiras,0,2,3.06,3.21,2.37
2023-06-11,2023,Internacional,Vasco,2,1,1.8,3.41,4.68
2023-06-11,2023,Botafogo,Fortaleza,2,0,2.21,3.2,3.39
2023-06-11,2023,America-MG,Atletico-PR,2,2,2.53,3.18,2.85
2023-06-21,2023,Cruzeiro,Fortaleza,0,1,1.93,3.42,4.02
2023-06-21,2023,Sao Paulo,Atletico-PR,2,1,1.78,3.45,4.78
2023-06-22,2023,Gremio,America-MG,3,1,1.66,3.89,5.03
2023-06-22,2023,Santos,Corinthians,0,2,2.26,2.89,3.67
2023-06-22,2023,Bahia,Palmeiras,1,0,3.58,3.38,2.06
2023-06-22,2023,Fluminense,Atletico-MG,1,1,2.82,3.09,2.61
2023-06-23,2023,Vasco,Goias,0,1,1.91,3.32,4.3
2023-06-23,2023,Bragantino,Flamengo,4,0,2.99,3.35,2.34
2023-06-23,2023,Coritiba,Internacional,0,1,2.67,2.95,2.87
2023-06-23,2023,Cuiaba,Botafogo,0,1,2.64,2.98,2.88
2023-06-24,2023,Fluminense,Bahia,2,1,1.54,4.09,6.07
2023-06-24,2023,Fortaleza,Atletico-MG,2,1,2.75,3.05,2.71
2023-06-24,2023,Atletico-PR,Corinthians,1,0,1.95,3.14,4.36
2023-06-25,2023,Cruzeiro,Sao Paulo,1,0,2.22,3.19,3.37
2023-06-25,2023,Gremio,Coritiba,5,1,1.51,4.2,6.22
2023-06-25,2023,Palmeiras,Botafogo,0,1,1.45,4.46,6.74
2023-06-25,2023,America-MG,Internacional,1,2,1.98,3.34,3.9
2023-06-25,2023,Bragantino,Goias,2,0,1.41,4.56,7.68
2023-06-25,2023,Santos,Flamengo,2,3,3.29,3.12,2.3
2023-06-27,2023,Vasco,Cuiaba,1,0,2.2,3.08,3.56
2023-07-01,2023,Flamengo,Fortaleza,2,0,1.59,3.98,5.55
2023-07-01,2023,Bahia,Gremio,1,2,2.74,3.32,2.54
2023-07-01,2023,Sao Paulo,Fluminense,1,0,2.13,3.37,3.39
2023-07-02,2023,Internacional,Cruzeiro,0,0,2.08,3.18,3.76
2023-07-02,2023,Corinthians,Bragantino,0,1,2.77,2.96,2.78
2023-07-02,2023,Atletico-PR,Palmeiras,2,2,2.31,3.14,3.26
2023-07-02,2023,Atletico-MG,America-MG,2,2,1.5,3.94,7.09
2023-07-02,2023,Botafogo,Vasco,2,0,1.89,3.35,4.3
2023-07-02,2023,Cuiaba,Santos,3,0,1.95,3.09,4.48
2023-07-04,2023,Goias,Coritiba,1,2,2.12,3.2,3.61
2023-07-08,2023,Coritiba,America-MG,3,1,2.14,3.31,3.44
2023-07-08,2023,Atletico-MG,Corinthians,0,1,1.77,3.25,5.31
2023-07-08,2023,Cuiaba,Bahia,1,1,1.77,3.39,5.04
2023-07-08,2023,Vasco,Cruzeiro,0,1,2.87,3.13,2.55
2023-07-09,2023,Palmeiras,Flamengo,1,1,1.86,3.68,4.01
2023-07-09,2023,Santos,Goias,4,3,1.93,3.23,4.39
2023-07-09,2023,Bragantino,Sao Paulo,0,0,1.67,3.68,5.23
2023-07-09,2023,Fluminense,Internacional,2,0,1.89,3.36,4.34
2023-07-09,2023,Fortaleza,Atletico-PR,1,0,1.53,3.93,6.75
2023-07-09,2023,Gremio,Botafogo,0,2,1.8,3.53,4.48
2023-07-16,2023,Fluminense,Flamengo,0,0,2.78,3.25,2.55
2023-07-16,2023,Internacional,Palmeiras,0,0,2.77,3.06,2.68
2023-07-16,2023,Atletico-PR,Bahia,2,0,1.57,3.99,5.8
2023-07-16,2023,Sao Paulo,Santos,4,1,1.62,3.54,6.34
2023-07-16,2023,Cruzeiro,Coritiba,0,0,1.61,3.77,5.81
2023-07-16,2023,Botafogo,Bragantino,2,0,2.09,3.28,3.66
2023-07-16,2023,Fortaleza,Cuiaba,0,1,1.76,3.46,5.0
2023-07-18,2023,Goias,Atletico-MG,0,0,4.05,3.36,1.94
2023-07-22,2023,Bahia,Corinthians,0,0,2.22,3.07,3.59
2023-07-22,2023,Flamengo,America-MG,1,1,1.33,5.1,9.18
2023-07-22,2023,Palmeiras,Fortaleza,3,1,1.51,4.02,6.62
2023-07-22,2023,Cuiaba,Sao Paulo,2,1,2.77,2.97,2.74
2023-07-23,2023,Vasco,Atletico-PR,0,2,2.75,3.09,2.7
2023-07-23,2023,Santos,Botafogo,2,2,2.89,2.92,2.7
2023-07-23,2023,Cruzeiro,Goias,0,1,1.53,3.9,6.73
2023-07-23,2023,Bragantino,Internacional,0,0,1.74,3.53,4.97
2023-07-23,2023,Gremio,Atletico-MG,1,0,2.39,3.15,3.11
2023-07-24,2023,Coritiba,Fluminense,2,0,3.28,3.14,2.29
2023-07-29,2023,Atletico-PR,Cruzeiro,3,3,1.82,3.39,4.6
2023-07-29,2023,Fluminense,Santos,1,0,1.54,3.88,6.71
2023-07-29,2023,Internacional,Cuiaba,1,2,1.8,3.29,5.02
2023-07-29,2023,Corinthians,Vasco,3,1,2.03,3.07,4.12
2023-07-29,2023,Fortaleza,Bragantino,0,3,2.21,3.25,3.34
2023-07-30,2023,Goias,Gremio,1,1,2.68,3.21,2.68
2023-07-30,2023,Botafogo,Coritiba,4,1,1.67,3.61,5.51
2023-07-30,2023,Atletico-MG,Flamengo,1,2,2.16,3.24,3.46
2023-07-30,2023,Sao Paulo,Bahia,0,0,1.64,3.65,5.71
2023-07-30,2023,America-MG,Palmeiras,1,4,3.5,3.34,2.11
2023-08-05,2023,Santos,Atletico-PR,1,1,2.27,3.01,3.47
2023-08-05,2023,Goias,Fortaleza,1,0,2.67,3.0,2.84
2023-08-05,2023,Internacional,Corinthians,2,2,2.28,2.91,3.61
2023-08-06,2023,Coritiba,Bragantino,0,1,3.31,3.23,2.24
2023-08-06,2023,Bahia,America-MG,3,1,1.9,3.58,3.95
2023-08-06,2023,Cruzeiro,Botafogo,0,0,2.3,3.16,3.25
2023-08-06,2023,Sao Paulo,Atletico-MG,0,2,1.92,3.26,4.35
2023-08-06,2023,Fluminense,Palmeiras,2,1,2.18,3.21,3.46
2023-08-06,2023,Vasco,Gremio,1,0,2.62,3.11,2.81
2023-08-07,2023,Cuiaba,Flamengo,3,0,2.87,3.06,2.59
2023-08-13,2023,Botafogo,Internacional,3,1,2.33,3.0,3.36
2023-08-13,2023,Atletico-MG,Bahia,1,0,1.58,3.77,6.18
2023-08-13,2023,America-MG,Goias,0,1,1.97,3.38,3.92
2023-08-13,2023,Corinthians,Coritiba,3,1,1.7,3.51,5.31
2023-08-13,2023,Gremio,Fluminense,2,1,2.24,3.3,3.22
2023-08-13,2023,Flamengo,Sao Paulo,1,1,1.77,3.63,4.56
2023-08-13,2023,Fortaleza,Santos,4,0,1.52,3.84,7.02
2023-08-14,2023,Palmeiras,Cruzeiro,1,0,1.57,3.9,5.93
2023-08-15,2023,Bragantino,Vasco,1,1,1.6,3.75,5.92
2023-08-16,2023,Atletico-PR,Cuiaba,2,0,1.83,3.31,4.72
2023-08-19,2023,Internacional,Fortaleza,0,1,2.35,3.07,3.24
2023-08-19,2023,Sao Paulo,Botafogo,0,0,1.93,3.38,4.09
2023-08-19,2023,Cuiaba,Palmeiras,0,2,3.45,3.06,2.25
2023-08-19,2023,Fluminense,America-MG,3,1,1.46,4.25,7.17
2023-08-20,2023,Cruzeiro,Corinthians,1,1,1.78,3.41,4.9
2023-08-20,2023,Vasco,Atletico-MG,1,0,2.67,3.01,2.85
2023-08-20,2023,Bahia,Bragantino,4,0,2.39,3.26,2.99
2023-08-20,2023,Coritiba,Flamengo,2,3,3.73,3.44,1.99
2023-08-20,2023,Santos,Gremio,2,1,2.56,3.13,2.85
2023-08-22,2023,Goias,Atletico-PR,1,1,2.85,3.02,2.64
2023-08-26,2023,Flamengo,Internacional,0,0,1.46,4.29,7.24
2023-08-27,2023,Corinthians,Goias,1,1,2.0,3.13,4.23
2023-08-27,2023,Bragantino,Cuiaba,2,0,1.69,3.53,5.55
2023-08-27,2023,America-MG,Sao Paulo,2,1,2.62,3.23,2.73
2023-08-27,2023,Atletico-MG,Santos,2,0,1.57,3.67,6.81
2023-08-27,2023,Botafogo,Bahia,3,0,1.88,3.5,4.2
2023-08-27,2023,Atletico-PR,Fluminense,2,2,1.77,3.56,4.73
2023-08-27,2023,Fortaleza,Coritiba,3,1,1.5,4.11,6.88
2023-08-27,2023,Palmeiras,Vasco,1,0,1.36,4.8,9.05
2023-08-27,2023,Gremio,Cruzeiro,3,0,2.0,3.37,3.86
2023-09-02,2023,Goias,Internacional,0,0,2.77,2.9,2.86
2023-09-02,2023,Atletico-PR,Atletico-MG,1,1,2.36,3.06,3.28
2023-09-03,2023,Botafogo,Flamengo,1,2,2.45,3.18,2.99
2023-09-03,2023,Gremio,Cuiaba,2,0,1.66,3.66,5.58
2023-09-03,2023,Corinthians,Palmeiras,0,0,4.66,3.14,1.9
2023-09-03,2023,Fluminense,Fortaleza,1,0,1.89,3.42,4.23
2023-09-03,2023,America-MG,Santos,2,0,2.16,3.16,3.56
2023-09-03,2023,Bahia,Vasco,1,1,2.06,3.26,3.73
2023-09-03,2023,Cruzeiro,Bragantino,0,0,2.41,3.08,3.13
2023-09-14,2023,Fortaleza,Corinthians,2,1,1.58,3.76,6.33
2023-09-14,2023,Santos,Cruzeiro,0,3,2.38,3.02,3.3
2023-09-14,2023,Flamengo,Atletico-PR,0,3,1.77,3.59,4.74
2023-09-14,2023,Internacional,Sao Paulo,2,1,2.52,3.01,3.06
2023-09-15,2023,Coritiba,Bahia,2,4,2.53,3.18,2.89
2023-09-15,2023,Bragantino,Gremio,2,0,1.72,3.8,4.77
2023-09-16,2023,Cuiaba,America-MG,2,2,1.88,3.35,4.43
2023-09-16,2023,Palmeiras,Goias,1,0,1.27,5.47,11.7
2023-09-16,2023,Vasco,Fluminense,4,2,3.38,3.09,2.29
2023-09-17,2023,Atletico-MG,Botafogo,1,0,2.23,3.14,3.46
2023-09-19,2023,Bahia,Santos,1,2,1.67,3.65,5.39
2023-09-19,2023,Corinthians,Gremio,4,4,2.48,3.09,3.01
2023-09-20,2023,Goias,Flamengo,0,0,2.92,3.1,2.55
2023-09-20,2023,America-MG,Bragantino,0,2,2.92,3.39,2.39
2023-09-21,2023,Fluminense,Cruzeiro,1,0,1.84,3.44,4.48
2023-09-21,2023,Sao Paulo,Fortaleza,1,2,2.37,3.17,3.13
2023-09-21,2023,Vasco,Coritiba,5,1,1.58,3.82,6.2
2023-09-21,2023,Atletico-PR,Internacional,2,1,1.66,3.64,5.6
2023-09-22,2023,Gremio,Palmeiras,1,0,3.03,3.26,2.39
2023-09-23,2023,Corinthians,Botafogo,1,0,2.83,2.97,2.74
2023-09-24,2023,Atletico-MG,Cuiaba,1,0,1.58,3.54,6.97
2023-09-26,2023,America-MG,Vasco,0,1,2.78,3.25,2.55
2023-09-27,2023,Sao Paulo,Coritiba,2,1,1.45,4.37,7.27
2023-09-30,2023,Sao Paulo,Corinthians,2,1,1.52,3.82,7.48
2023-09-30,2023,Cuiaba,Fluminense,3,0,2.26,3.07,3.49
2023-09-30,2023,Flamengo,Bahia,1,0,1.53,4.2,6.19
2023-09-30,2023,Fortaleza,Gremio,1,1,2.57,3.22,2.8
2023-10-01,2023,Internacional,Atletico-MG,0,2,3.57,3.01,2.26
2023-10-01,2023,Coritiba,Atletico-PR,2,0,3.49,3.21,2.18
2023-10-01,2023,Cruzeiro,America-MG,1,1,1.69,3.78,4.99
2023-10-01,2023,Santos,Vasco,4,1,2.53,3.09,2.96
2023-10-01,2023,Bragantino,Palmeiras,2,1,1.73,3.76,4.73
2023-10-03,2023,Botafogo,Goias,1,1,1.63,3.66,5.94
2023-10-07,2023,Vasco,Sao Paulo,0,0,2.57,3.09,2.9
2023-10-07,2023,Goias,Bahia,4,6,2.41,3.12,3.12
2023-10-08,2023,Fortaleza,America-MG,3,2,1.52,4.22,6.17
2023-10-08,2023,Atletico-MG,Coritiba,1,2,1.36,4.67,9.22
2023-10-08,2023,Atletico-PR,Bragantino,1,1,2.59,3.17,2.8
2023-10-08,2023,Fluminense,Botafogo,0,2,1.97,3.34,4.01
2023-10-08,2023,Internacional,Gremio,3,2,2.26,3.18,3.32
2023-10-08,2023,Corinthians,Flamengo,1,1,3.43,3.09,2.26
2023-10-08,2023,Palmeiras,Santos,1,2,1.43,4.3,7.81
2023-10-15,2023,Cuiaba,Cruzeiro,0,0,2.37,2.93,3.42
2023-10-18,2023,Gremio,Atletico-PR,1,2,2.06,3.28,3.76
2023-10-19,2023,Coritiba,Cuiaba,0,3,2.5,2.92,3.19
2023-10-19,2023,Cruzeiro,Flamengo,0,2,3.34,3.17,2.26
2023-10-19,2023,Palmeiras,Atletico-MG,0,2,1.76,3.4,5.18
2023-10-19,2023,Vasco,Fortaleza,1,0,2.28,3.16,3.31
2023-10-19,2023,America-MG,Botafogo,1,2,2.84,3.22,2.54
2023-10-19,2023,Bahia,Internacional,1,0,2.05,3.28,3.81
